Fitting 3 folds for each of 192 candidates, totalling 576 fits
[CV] END learning_rate=0.1, max_depth=6, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  11.0s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   5.1s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   3.6s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=   7.9s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  11.0s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=   5.6s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   3.1s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  20.9s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  48.1s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=   8.2s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=  14.7s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=   3.9s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  10.2s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=  13.6s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  15.8s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=  14.6s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=   8.4s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   7.9s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=  10.6s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  11.5s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  10.5s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  25.6s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  17.8s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  15.9s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  28.7s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  26.5s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=   7.3s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=  10.4s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=  15.7s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  18.2s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=   6.4s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=  15.2s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  50.0s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=   8.4s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  10.9s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=   6.0s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=   6.8s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   8.0s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=   5.9s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=   5.3s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  15.9s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  29.2s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  28.0s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  11.0s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=   5.8s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=   5.8s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   3.4s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  12.2s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=   6.2s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=   5.4s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  12.0s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=  15.3s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=   4.5s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=   7.4s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  17.7s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  25.3s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   5.5s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=  16.8s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=  12.2s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=   6.2s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  24.8s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  45.0s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=   3.7s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=   9.4s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  21.0s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=  10.2s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=   8.8s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   3.1s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  21.8s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  48.3s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=   9.8s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   5.1s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=  16.3s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  18.8s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=   3.6s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=  13.9s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  33.3s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  22.6s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  11.3s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  22.6s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  11.2s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=   5.1s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=   9.7s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  38.4s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=  10.5s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=  15.4s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   8.1s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   5.2s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=   7.4s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   3.5s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  11.5s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=  14.0s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  16.2s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=  31.0s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=  14.3s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  23.4s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  23.2s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=  15.8s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=   6.2s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=  15.1s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  47.4s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  24.8s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  24.8s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=   6.1s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=   3.6s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  21.3s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  50.5s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  21.0s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=   8.1s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   8.4s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=   6.5s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=   5.5s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  10.9s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  37.5s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  21.5s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=   4.4s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=   9.3s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=   6.4s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=   5.6s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=   4.5s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=   9.6s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=  15.7s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   3.1s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  24.8s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   3.5s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=   7.4s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   7.6s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=  15.1s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=  11.2s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=   7.6s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=  16.4s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=   6.9s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=   9.2s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=   6.5s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=   6.1s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   9.0s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=  25.6s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  12.3s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   9.3s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  11.4s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  11.5s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  11.6s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=   5.6s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=   7.6s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=   9.2s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=   6.3s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=   6.0s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=   9.4s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  42.3s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  24.4s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=  10.6s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=   6.6s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=   6.3s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  10.2s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   5.4s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   4.9s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=   5.6s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=   8.2s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  26.3s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  13.6s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=  10.3s
